id,log_id,exercise_id,set_number,time_seconds,reps_completed,weight_kg
239482,18437,77,4,36.0,,
239484,18437,141,5,48.0,,
239486,18438,92,1,48.0,,
239488,18438,27,2,24.0,,
239490,18438,84,3,24.0,,
239492,18438,11,4,24.0,,
239494,18438,132,5,,10.0,25.0
239496,18438,62,6,48.0,,
239498,18439,5,1,24.0,,
239500,18439,149,2,48.0,,
239502,18439,135,3,,10.0,37.5
239504,18439,132,4,,8.0,25.0
239506,18439,25,5,48.0,,
239508,18439,149,6,48.0,,
239510,18439,133,7,24.0,,
239512,18439,12,8,48.0,,
239514,18440,50,1,48.0,,
239516,18440,7,2,,8.0,25.0
239518,18440,2,3,24.0,,
239520,18440,71,4,,10.0,30.0
239522,18440,84,5,24.0,,
239524,18441,75,1,48.0,,
239526,18441,26,2,24.0,,
239528,18441,38,3,48.0,,
239530,18441,70,4,48.0,,
239532,18441,26,5,48.0,,
239534,18441,84,6,48.0,,
239536,18441,33,7,,10.0,42.5
239538,18442,148,1,36.0,,
239540,18442,146,2,,10.0,15.0
239542,18442,15,3,36.0,,
239544,18442,60,4,48.0,,
239546,18442,3,5,24.0,,
239548,18442,71,6,,10.0,30.0
239550,18442,55,7,,12.0,35.0
239552,18442,96,8,48.0,,
239554,18443,12,1,36.0,,
239556,18443,102,2,48.0,,
239558,18443,35,3,48.0,,
239560,18443,63,4,,8.0,17.5
239562,18443,146,5,,8.0,15.0
239564,18443,134,6,36.0,,
239566,18443,13,7,,12.0,42.5
239568,18444,9,1,36.0,,
239570,18444,7,2,,12.0,25.0
239572,18444,38,3,48.0,,
239574,18444,31,4,48.0,,
239576,18444,148,5,36.0,,
239578,18444,71,6,,12.0,30.0
239580,18444,132,7,,10.0,27.5
239582,18444,129,8,24.0,,
239584,18445,3,1,48.0,,
239586,18445,149,2,24.0,,
239588,18445,136,3,48.0,,
239590,18445,21,4,48.0,,
239592,18445,12,5,24.0,,
239594,18445,125,6,24.0,,
239596,18445,102,7,24.0,,
239598,18445,33,8,,10.0,45.0
239600,18446,125,1,36.0,,
239602,18446,140,2,24.0,,
239604,18446,126,3,48.0,,
239606,18446,108,4,48.0,,
239608,18446,133,5,48.0,,
239610,18446,108,6,24.0,,
239612,18446,50,7,48.0,,
239614,18447,100,1,36.0,,
239616,18447,10,2,24.0,,
239618,18447,85,3,,12.0,17.5
239620,18447,40,4,,8.0,30.0
239622,18447,129,5,24.0,,
239624,18447,40,6,,8.0,30.0
239626,18447,77,7,24.0,,
239628,18447,104,8,24.0,,
239630,18448,85,1,,10.0,17.5
239632,18448,41,2,,8.0,25.0
239634,18448,25,3,36.0,,
239636,18448,33,4,,10.0,47.5
239638,18448,60,5,48.0,,
239640,18448,113,6,36.0,,
239642,18449,146,1,,10.0,17.5
239644,18449,97,2,,12.0,47.5
239646,18449,31,3,36.0,,
239648,18449,100,4,36.0,,
239650,18449,44,5,48.0,,
239652,18450,70,1,48.0,,
239654,18450,70,2,24.0,,
239656,18450,63,3,,12.0,20.0
239658,18450,40,4,,8.0,30.0
239660,18450,100,5,36.0,,
239662,18451,25,1,45.0,,
239664,18451,13,2,,12.0,55.0
239666,18451,71,3,,10.0,40.0
239668,18451,148,4,60.0,,
239670,18451,10,5,60.0,,
239672,18451,136,6,30.0,,
239674,18451,19,7,45.0,,
239676,18451,115,8,30.0,,
239678,18452,60,1,60.0,,
239680,18452,100,2,45.0,,
239682,18452,54,3,30.0,,
239684,18452,149,4,45.0,,
239686,18452,11,5,60.0,,
239688,18452,10,6,45.0,,
239690,18452,62,7,60.0,,
239692,18453,71,1,,12.0,40.0
239694,18453,56,2,45.0,,
239696,18453,45,3,60.0,,
239698,18453,1,4,45.0,,
239700,18453,115,5,30.0,,
239702,18453,98,6,60.0,,
239704,18453,70,7,30.0,,
239706,18453,115,8,60.0,,
239708,18454,1,1,45.0,,
239710,18454,31,2,30.0,,
239712,18454,22,3,30.0,,
239714,18454,85,4,,8.0,22.5
239716,18454,123,5,60.0,,
239718,18454,5,6,60.0,,
239720,18455,88,1,60.0,,
239722,18455,53,2,,12.0,47.5
239724,18455,97,3,,12.0,60.0
239726,18455,12,4,60.0,,
239728,18455,140,5,30.0,,
239730,18456,98,1,45.0,,
239732,18456,15,2,60.0,,
239734,18456,129,3,60.0,,
239736,18456,129,4,60.0,,
239738,18456,89,5,60.0,,
239740,18457,11,1,30.0,,
239742,18457,129,2,30.0,,
239744,18457,42,3,45.0,,
239746,18457,59,4,45.0,,
239748,18457,25,5,30.0,,
239750,18457,84,6,60.0,,
239752,18458,50,1,60.0,,
239754,18458,6,2,30.0,,
239756,18458,1,3,60.0,,
239758,18458,84,4,30.0,,
239760,18458,126,5,60.0,,
239762,18458,77,6,60.0,,
239764,18458,92,7,45.0,,
239766,18458,13,8,,10.0,62.5
239768,18459,135,1,,12.0,60.0
239770,18459,60,2,45.0,,
239772,18459,146,3,,8.0,22.5
239774,18459,16,4,60.0,,
239776,18459,59,5,45.0,,
239778,18459,55,6,,10.0,52.5
239780,18459,77,7,60.0,,
239782,18459,15,8,30.0,,
239784,18460,13,1,,12.0,62.5
239786,18460,19,2,45.0,,
239788,18460,102,3,45.0,,
239790,18460,132,4,,12.0,40.0
239792,18460,41,5,,10.0,37.5
239794,18460,1,6,45.0,,
239796,18460,137,7,60.0,,
239798,18461,126,1,45.0,,
239800,18461,141,2,60.0,,
239802,18461,96,3,30.0,,
239804,18461,135,4,,10.0,60.0
239806,18461,55,5,,12.0,55.0
239808,18461,126,6,60.0,,
239810,18462,21,1,30.0,,
239812,18462,19,2,30.0,,
239814,18462,25,3,45.0,,
239816,18462,56,4,30.0,,
239818,18462,19,5,30.0,,
239820,18463,27,1,60.0,,
239822,18463,125,2,30.0,,
239824,18463,40,3,,12.0,45.0
239826,18463,63,4,,8.0,30.0
239828,18463,84,5,30.0,,
239830,18463,101,6,30.0,,
239832,18463,11,7,45.0,,
239834,18463,2,8,45.0,,
239836,18464,120,1,30.0,,
239838,18464,62,2,45.0,,
239840,18464,101,3,60.0,,
239842,18464,75,4,60.0,,
239844,18464,35,5,30.0,,
239846,18464,113,6,30.0,,
239848,18464,146,7,,12.0,25.0
239850,18464,71,8,,8.0,47.5
239852,18465,11,1,60.0,,
239854,18465,84,2,30.0,,
239856,18465,101,3,60.0,,
239858,18465,108,4,60.0,,
239860,18465,121,5,45.0,,
239862,18465,115,6,30.0,,
239864,18466,133,1,45.0,,
239866,18466,70,2,30.0,,
239868,18466,21,3,60.0,,
239870,18466,88,4,60.0,,
239872,18466,40,5,,8.0,47.5
239874,18467,134,1,30.0,,
239876,18467,71,2,,10.0,50.0
239878,18467,16,3,60.0,,
239880,18467,33,4,,12.0,72.5
239882,18467,54,5,30.0,,
239884,18467,13,6,,10.0,70.0
239886,18467,45,7,30.0,,
239888,18468,100,1,30.0,,
239890,18468,115,2,30.0,,
239892,18468,121,3,45.0,,
239894,18468,19,4,45.0,,
239896,18468,7,5,,8.0,42.5
239898,18469,56,1,30.0,,
239900,18469,115,2,30.0,,
239902,18469,26,3,30.0,,
239904,18469,89,4,30.0,,
239906,18469,48,5,,8.0,42.5
239908,18469,88,6,30.0,,
239910,18469,21,7,45.0,,
239912,18470,100,1,60.0,,
239914,18470,132,2,,8.0,45.0
239916,18470,134,3,45.0,,
239918,18470,100,4,30.0,,
239920,18470,19,5,30.0,,
239922,18470,31,6,60.0,,
239924,18470,71,7,,12.0,52.5
239926,18470,1,8,60.0,,
239928,18471,6,1,45.0,,
239930,18471,133,2,60.0,,
239932,18471,121,3,45.0,,
239934,18471,60,4,30.0,,
239936,18471,1,5,45.0,,
239938,18471,77,6,30.0,,
239940,18471,108,7,60.0,,
239942,18471,3,8,45.0,,
239944,18472,17,1,30.0,,
239946,18472,96,2,60.0,,
239948,18472,98,3,45.0,,
239950,18472,100,4,60.0,,
239952,18472,25,5,30.0,,
239954,18472,75,6,45.0,,
239956,18472,115,7,45.0,,
239958,18472,35,8,60.0,,
239960,18473,42,1,30.0,,
239962,18473,71,2,,10.0,52.5
239964,18473,2,3,45.0,,
239966,18473,33,4,,12.0,80.0
239968,18473,10,5,45.0,,
239970,18473,63,6,,10.0,32.5
239972,18473,104,7,60.0,,
239974,18473,78,8,45.0,,
239976,18474,135,1,,12.0,70.0
239978,18474,16,2,45.0,,
239980,18474,2,3,60.0,,
239982,18474,6,4,30.0,,
239984,18474,125,5,45.0,,
239986,18474,53,6,,8.0,60.0
239988,18475,10,1,60.0,,
239990,18475,15,2,30.0,,
239992,18475,10,3,45.0,,
239994,18475,80,4,45.0,,
239996,18475,40,5,,12.0,52.5
239998,18475,76,6,45.0,,
240000,18475,18,7,60.0,,
240002,18476,42,1,60.0,,
240004,18476,97,2,,8.0,57.5
240006,18476,11,3,60.0,,
240008,18476,5,4,60.0,,
240010,18476,22,5,45.0,,
240012,18477,18,1,45.0,,
240014,18477,50,2,30.0,,
240016,18477,92,3,45.0,,
240018,18477,54,4,30.0,,
240020,18477,113,5,30.0,,
240022,18477,84,6,45.0,,
240024,18477,62,7,45.0,,
240026,18478,100,1,30.0,,
240028,18478,121,2,60.0,,
240030,18478,141,3,45.0,,
240032,18478,40,4,,10.0,40.0
240034,18478,123,5,45.0,,
240036,18478,27,6,45.0,,
240038,18478,53,7,,8.0,47.5
240040,18478,3,8,30.0,,
240042,18479,134,1,60.0,,
240044,18479,85,2,,12.0,22.5
240046,18479,121,3,60.0,,
240048,18479,125,4,45.0,,
240050,18479,32,5,,10.0,22.5
240052,18479,1,6,30.0,,
240054,18479,141,7,60.0,,
240056,18479,149,8,45.0,,
240058,18480,148,1,60.0,,
240060,18480,129,2,60.0,,
240062,18480,26,3,60.0,,
240064,18480,54,4,30.0,,
240066,18480,63,5,,12.0,25.0
240068,18480,19,6,60.0,,
240070,18480,18,7,45.0,,
240072,18480,101,8,60.0,,
240074,18481,42,1,45.0,,
240076,18481,104,2,30.0,,
240078,18481,1,3,60.0,,
240080,18481,21,4,45.0,,
240082,18481,11,5,30.0,,
240084,18482,18,1,30.0,,
240086,18482,75,2,30.0,,
240088,18482,38,3,30.0,,
240090,18482,41,4,,12.0,35.0
240092,18482,72,5,,8.0,40.0
240094,18482,60,6,30.0,,
240096,18483,32,1,,8.0,25.0
240098,18483,137,2,60.0,,
240100,18483,135,3,,8.0,57.5
240102,18483,18,4,45.0,,
240104,18483,35,5,45.0,,
240106,18483,13,6,,8.0,62.5
240108,18483,9,7,45.0,,
240110,18484,22,1,60.0,,
240112,18484,7,2,,8.0,37.5
240114,18484,2,3,60.0,,
240116,18484,44,4,60.0,,
240118,18484,13,5,,12.0,62.5
240120,18484,27,6,45.0,,
240122,18484,146,7,,12.0,22.5
240124,18485,89,1,60.0,,
240126,18485,104,2,60.0,,
240128,18485,9,3,45.0,,
240130,18485,77,4,60.0,,
240132,18485,12,5,45.0,,
240134,18486,54,1,60.0,,
240136,18486,8,2,,12.0,67.5
240138,18486,80,3,45.0,,
240140,18486,96,4,45.0,,
240142,18486,45,5,30.0,,
240144,18486,18,6,30.0,,
240146,18486,126,7,60.0,,
240148,18486,48,8,,12.0,40.0
240150,18487,63,1,,10.0,27.5
240152,18487,102,2,60.0,,
240154,18487,33,3,,10.0,70.0
240156,18487,141,4,45.0,,
240158,18487,21,5,60.0,,
240160,18487,54,6,60.0,,
240162,18488,12,1,30.0,,
240164,18488,16,2,30.0,,
240166,18488,19,3,30.0,,
240168,18488,125,4,30.0,,
240170,18488,60,5,60.0,,
240172,18489,9,1,45.0,,
240174,18489,22,2,45.0,,
240176,18489,78,3,45.0,,
240178,18489,25,4,45.0,,
240180,18489,41,5,,8.0,37.5
240182,18489,92,6,45.0,,
240184,18490,9,1,45.0,,
240186,18490,55,2,,8.0,57.5
240188,18490,62,3,60.0,,
240190,18490,38,4,30.0,,
240192,18490,143,5,30.0,,
240194,18490,88,6,30.0,,
240196,18490,70,7,45.0,,
240198,18490,8,8,,8.0,70.0
240200,18491,63,1,,12.0,30.0
240202,18491,1,2,30.0,,
240204,18491,45,3,30.0,,
240206,18491,96,4,45.0,,
240208,18491,2,5,60.0,,
240210,18491,10,6,30.0,,
240212,18491,31,7,30.0,,
240214,18492,42,1,45.0,,
240216,18492,54,2,30.0,,
240218,18492,88,3,45.0,,
240220,18492,102,4,30.0,,
240222,18492,135,5,,12.0,65.0
240224,18492,146,6,,8.0,25.0
240226,18493,84,1,45.0,,
240228,18493,31,2,45.0,,
240230,18493,72,3,,10.0,45.0
240232,18493,7,4,,10.0,42.5
240234,18493,120,5,60.0,,
240236,18493,19,6,45.0,,
240238,18494,56,1,45.0,,
240240,18494,92,2,60.0,,
240242,18494,56,3,45.0,,
240244,18494,5,4,45.0,,
240246,18494,21,5,60.0,,
240248,18494,26,6,45.0,,
240250,18495,132,1,,12.0,45.0
240252,18495,12,2,30.0,,
240254,18495,1,3,45.0,,
240256,18495,149,4,60.0,,
240258,18495,1,5,30.0,,
240260,18495,70,6,60.0,,
240262,18496,8,1,,8.0,75.0
240264,18496,11,2,60.0,,
240266,18496,11,3,60.0,,
240268,18496,101,4,60.0,,
240270,18496,35,5,60.0,,
240272,18497,89,1,45.0,,
240274,18497,25,2,60.0,,
240276,18497,78,3,60.0,,
240278,18497,7,4,,10.0,42.5
240280,18497,35,5,60.0,,
240282,18498,96,1,60.0,,
240284,18498,7,2,,8.0,45.0
240286,18498,16,3,60.0,,
240288,18498,132,4,,10.0,45.0
240290,18498,102,5,30.0,,
240292,18498,72,6,,8.0,47.5
240294,18498,75,7,45.0,,
240296,18498,11,8,45.0,,
240298,18499,5,1,30.0,,
240300,18499,42,2,30.0,,
240302,18499,149,3,60.0,,
240304,18499,104,4,60.0,,
240306,18499,125,5,45.0,,
240308,18499,75,6,60.0,,
240310,18499,50,7,60.0,,
240312,18500,88,1,30.0,,
240314,18500,8,2,,10.0,77.5
240316,18500,27,3,45.0,,
240318,18500,5,4,60.0,,
240320,18500,71,5,,10.0,55.0
240322,18501,59,1,30.0,,
240324,18501,135,2,,12.0,52.5
240326,18501,11,3,30.0,,
240328,18501,123,4,30.0,,
240330,18501,32,5,,12.0,22.5
240332,18501,48,6,,8.0,35.0
240334,18502,48,1,,10.0,35.0
240336,18502,143,2,45.0,,
240338,18502,136,3,30.0,,
240340,18502,17,4,60.0,,
240342,18502,53,5,,10.0,45.0
240344,18503,50,1,30.0,,
240346,18503,102,2,30.0,,
240348,18503,71,3,,12.0,40.0
240350,18503,113,4,60.0,,
240352,18503,5,5,45.0,,
240354,18503,63,6,,10.0,25.0
240356,18503,31,7,30.0,,
240358,18503,6,8,60.0,,
240360,18504,134,1,30.0,,
240362,18504,129,2,60.0,,
240364,18504,113,3,30.0,,
240366,18504,48,4,,10.0,35.0
240368,18504,126,5,30.0,,
240370,18504,142,6,,12.0,40.0
240372,18504,13,7,,8.0,57.5
240374,18505,102,1,30.0,,
240376,18505,59,2,45.0,,
240378,18505,6,3,45.0,,
240380,18505,33,4,,10.0,62.5
240382,18505,32,5,,10.0,25.0
240384,18506,146,1,,8.0,22.5
240386,18506,50,2,45.0,,
240388,18506,71,3,,10.0,42.5
240390,18506,22,4,30.0,,
240392,18506,1,5,45.0,,
240394,18506,18,6,30.0,,
240396,18506,32,7,,12.0,25.0
240398,18507,45,1,45.0,,
240400,18507,56,2,30.0,,
240402,18507,78,3,45.0,,
240404,18507,115,4,45.0,,
240406,18507,56,5,30.0,,
240408,18507,55,6,,10.0,52.5
240410,18507,42,7,45.0,,
240412,18508,40,1,,8.0,42.5
240414,18508,121,2,45.0,,
240416,18508,148,3,30.0,,
240418,18508,89,4,30.0,,
240420,18508,48,5,,12.0,37.5
240422,18508,92,6,45.0,,
240424,18508,7,7,,8.0,37.5
240426,18508,96,8,60.0,,
240428,18509,142,1,,10.0,42.5
240430,18509,141,2,45.0,,
240432,18509,5,3,45.0,,
240434,18509,135,4,,12.0,60.0
240436,18509,143,5,60.0,,
240438,18510,41,1,,8.0,37.5
240440,18510,22,2,60.0,,
240442,18510,63,3,,8.0,27.5
240444,18510,7,4,,12.0,37.5
240446,18510,7,5,,8.0,37.5
240448,18510,44,6,60.0,,
240450,18510,42,7,45.0,,
240452,18510,113,8,60.0,,
240454,18511,97,1,,8.0,65.0
240456,18511,11,2,45.0,,
240458,18511,97,3,,8.0,65.0
240460,18511,101,4,30.0,,
240462,18511,80,5,30.0,,
240464,18512,59,1,30.0,,
240466,18512,9,2,60.0,,
240468,18512,12,3,60.0,,
240470,18512,142,4,,10.0,45.0
240472,18512,123,5,45.0,,
240474,18513,133,1,60.0,,
240476,18513,16,2,30.0,,
240478,18513,75,3,60.0,,
240480,18513,22,4,45.0,,
240482,18513,3,5,60.0,,
240484,18514,8,1,,12.0,70.0
240486,18514,3,2,60.0,,
240488,18514,85,3,,10.0,25.0
240490,18514,35,4,30.0,,
240492,18514,26,5,30.0,,
240494,18514,55,6,,10.0,57.5
240496,18514,100,7,30.0,,
240498,18514,85,8,,8.0,25.0
240500,18515,84,1,60.0,,
240502,18515,115,2,30.0,,
240504,18515,22,3,45.0,,
240506,18515,140,4,60.0,,
240508,18515,72,5,,8.0,45.0
240510,18515,54,6,30.0,,
240512,18515,3,7,45.0,,
240514,18516,97,1,,8.0,70.0
240516,18516,25,2,45.0,,
240518,18516,96,3,45.0,,
240520,18516,71,4,,12.0,50.0
240522,18516,143,5,45.0,,
240524,18516,135,6,,10.0,65.0
240526,18516,96,7,45.0,,
240528,18517,5,1,30.0,,
240530,18517,41,2,,12.0,40.0
240532,18517,19,3,30.0,,
240534,18517,56,4,60.0,,
240536,18517,54,5,30.0,,
240538,18518,42,1,60.0,,
240540,18518,137,2,30.0,,
240542,18518,137,3,45.0,,
240544,18518,89,4,45.0,,
240546,18518,27,5,45.0,,
240548,18518,6,6,45.0,,
240550,18518,32,7,,10.0,27.5
240552,18518,149,8,30.0,,
240554,18519,53,1,,8.0,57.5
240556,18519,101,2,45.0,,
240558,18519,18,3,45.0,,
240560,18519,76,4,60.0,,
240562,18519,102,5,60.0,,
240564,18519,18,6,60.0,,
240566,18519,92,7,45.0,,
240568,18519,35,8,60.0,,
240570,18520,7,1,,8.0,42.5
240572,18520,32,2,,10.0,30.0
240574,18520,148,3,30.0,,
240576,18520,76,4,45.0,,
240578,18520,9,5,30.0,,
240580,18520,35,6,30.0,,
240582,18520,15,7,30.0,,
240584,18520,9,8,30.0,,
240586,18521,102,1,60.0,,
240588,18521,89,2,30.0,,
240590,18521,129,3,60.0,,
240592,18521,77,4,60.0,,
240594,18521,140,5,45.0,,
240596,18521,120,6,45.0,,
240598,18521,77,7,45.0,,
240600,18522,41,1,,12.0,42.5
240602,18522,1,2,45.0,,
240604,18522,33,3,,12.0,77.5
240606,18522,142,4,,10.0,50.0
240608,18522,63,5,,10.0,32.5
240610,18522,135,6,,12.0,70.0
240612,18522,89,7,30.0,,
240614,18522,132,8,,10.0,45.0
240616,18523,108,1,45.0,,
240618,18523,59,2,45.0,,
240620,18523,96,3,30.0,,
240622,18523,92,4,60.0,,
240624,18523,7,5,,8.0,45.0
240626,18523,8,6,,10.0,77.5
240628,18524,50,1,45.0,,
240630,18524,78,2,45.0,,
240632,18524,89,3,30.0,,
240634,18524,113,4,60.0,,
240636,18524,5,5,30.0,,
240638,18524,101,6,60.0,,
240640,18525,35,1,45.0,,
240642,18525,54,2,60.0,,
240644,18525,76,3,60.0,,
240646,18525,7,4,,12.0,45.0
240648,18525,11,5,30.0,,
240650,18526,89,1,45.0,,
240652,18526,54,2,45.0,,
240654,18526,123,3,30.0,,
240656,18526,133,4,60.0,,
240658,18526,7,5,,12.0,32.5
240660,18526,104,6,45.0,,
240662,18526,9,7,30.0,,
240664,18526,48,8,,10.0,35.0
240666,18527,44,1,30.0,,
240668,18527,63,2,,10.0,25.0
240670,18527,100,3,60.0,,
240672,18527,5,4,60.0,,
240674,18527,121,5,45.0,,
240676,18528,11,1,45.0,,
240678,18528,53,2,,12.0,47.5
240680,18528,76,3,45.0,,
240682,18528,31,4,45.0,,
240684,18528,121,5,45.0,,
240686,18529,136,1,60.0,,
240688,18529,89,2,30.0,,
240690,18529,143,3,45.0,,
240692,18529,54,4,30.0,,
240694,18529,1,5,60.0,,
240696,18529,62,6,30.0,,
240698,18529,142,7,,12.0,40.0
240700,18529,85,8,,8.0,22.5
240702,18530,53,1,,10.0,47.5
240704,18530,132,2,,10.0,37.5
240706,18530,80,3,60.0,,
240708,18530,18,4,60.0,,
240710,18530,141,5,45.0,,
240712,18531,17,1,30.0,,
240714,18531,71,2,,8.0,42.5
240716,18531,123,3,45.0,,
240718,18531,96,4,30.0,,
240720,18531,38,5,60.0,,
240722,18531,63,6,,8.0,25.0
240724,18531,101,7,60.0,,
240726,18532,11,1,60.0,,
240728,18532,2,2,45.0,,
240730,18532,44,3,60.0,,
240732,18532,56,4,30.0,,
240734,18532,26,5,30.0,,
240736,18532,19,6,30.0,,
240738,18532,140,7,45.0,,
240740,18533,75,1,30.0,,
240742,18533,97,2,,10.0,62.5
240744,18533,96,3,45.0,,
240746,18533,142,4,,12.0,42.5
240748,18533,132,5,,12.0,37.5
240750,18534,102,1,45.0,,
240752,18534,59,2,30.0,,
240754,18534,48,3,,8.0,37.5
240756,18534,146,4,,12.0,22.5
240758,18534,78,5,30.0,,
240760,18535,104,1,60.0,,
240762,18535,140,2,30.0,,
240764,18535,32,3,,8.0,25.0
240766,18535,31,4,45.0,,
240768,18535,53,5,,8.0,52.5
240770,18535,16,6,60.0,,
240772,18536,21,1,45.0,,
240774,18536,26,2,45.0,,
240776,18536,120,3,45.0,,
240778,18536,129,4,30.0,,
240780,18536,135,5,,12.0,60.0
240782,18536,59,6,45.0,,
240784,18537,18,1,30.0,,
240786,18537,9,2,60.0,,
240788,18537,15,3,60.0,,
240790,18537,27,4,60.0,,
240792,18537,85,5,,10.0,25.0
240794,18537,63,6,,10.0,27.5
240796,18538,84,1,45.0,,
240798,18538,101,2,45.0,,
240800,18538,2,3,60.0,,
240802,18538,5,4,45.0,,
240804,18538,149,5,45.0,,
240806,18539,125,1,45.0,,
240808,18539,18,2,30.0,,
240810,18539,59,3,60.0,,
240812,18539,80,4,60.0,,
240814,18539,54,5,30.0,,
240816,18539,26,6,60.0,,
240818,18539,88,7,60.0,,
240820,18539,136,8,30.0,,
240822,18540,120,1,45.0,,
240824,18540,125,2,60.0,,
240826,18540,133,3,45.0,,
240828,18540,113,4,45.0,,
240830,18540,77,5,45.0,,
240832,18541,3,1,45.0,,
240834,18541,136,2,45.0,,
240836,18541,53,3,,12.0,55.0
240838,18541,21,4,30.0,,
240840,18541,9,5,60.0,,
240842,18541,6,6,30.0,,
240844,18541,27,7,45.0,,
240846,18542,8,1,,10.0,72.5
240848,18542,50,2,60.0,,
240850,18542,17,3,45.0,,
240852,18542,15,4,45.0,,
240854,18542,143,5,30.0,,
240856,18542,40,6,,12.0,47.5
240858,18542,45,7,45.0,,
240860,18542,143,8,60.0,,
240862,18543,42,1,45.0,,
240864,18543,3,2,45.0,,
240866,18543,33,3,,8.0,75.0
240868,18543,76,4,45.0,,
240870,18543,77,5,45.0,,
240872,18543,63,6,,12.0,30.0
240874,18543,50,7,45.0,,
240876,18544,33,1,,8.0,75.0
240878,18544,45,2,45.0,,
240880,18544,27,3,45.0,,
240882,18544,113,4,30.0,,
240884,18544,77,5,45.0,,
240886,18545,40,1,,10.0,50.0
240888,18545,126,2,45.0,,
240890,18545,8,3,,12.0,75.0
240892,18545,9,4,30.0,,
240894,18545,6,5,45.0,,
240896,18545,5,6,60.0,,
240898,18546,26,1,60.0,,
240900,18546,63,2,,10.0,32.5
240902,18546,3,3,30.0,,
240904,18546,85,4,,8.0,27.5
240906,18546,92,5,60.0,,
240908,18546,3,6,30.0,,
240910,18546,59,7,45.0,,
240912,18546,133,8,45.0,,
240914,18547,142,1,,10.0,50.0
240916,18547,27,2,60.0,,
240918,18547,126,3,60.0,,
240920,18547,92,4,45.0,,
240922,18547,89,5,60.0,,
240924,18547,121,6,30.0,,
240926,18547,16,7,60.0,,
240928,18548,56,1,30.0,,
240930,18548,50,2,30.0,,
240932,18548,141,3,30.0,,
240934,18548,26,4,30.0,,
240936,18548,134,5,30.0,,
240938,18549,70,1,30.0,,
240940,18549,143,2,60.0,,
240942,18549,27,3,30.0,,
240944,18549,89,4,30.0,,
240946,18549,8,5,,10.0,77.5
240948,18549,26,6,30.0,,
240950,18549,75,7,30.0,,
240952,18549,19,8,60.0,,
240954,18550,44,1,30.0,,
240956,18550,121,2,45.0,,
240958,18550,15,3,30.0,,
240960,18550,84,4,30.0,,
240962,18550,27,5,45.0,,
240964,18551,126,1,45.0,,
240966,18551,72,2,,10.0,37.5
240968,18551,44,3,45.0,,
240970,18551,148,4,45.0,,
240972,18551,100,5,45.0,,
240974,18552,80,1,45.0,,
240976,18552,88,2,45.0,,
240978,18552,142,3,,12.0,40.0
240980,18552,132,4,,8.0,35.0
240982,18552,44,5,30.0,,
240984,18552,62,6,45.0,,
240986,18552,123,7,30.0,,
240988,18553,96,1,30.0,,
240990,18553,62,2,45.0,,
240992,18553,35,3,60.0,,
240994,18553,38,4,30.0,,
240996,18553,135,5,,10.0,55.0
240998,18554,72,1,,12.0,37.5
241000,18554,137,2,45.0,,
241002,18554,48,3,,8.0,35.0
241004,18554,98,4,45.0,,
241006,18554,134,5,60.0,,
241008,18554,104,6,45.0,,
241010,18554,76,7,30.0,,
241012,18554,54,8,45.0,,
241014,18555,38,1,45.0,,
241016,18555,104,2,45.0,,
241018,18555,7,3,,10.0,35.0
241020,18555,13,4,,8.0,60.0
241022,18555,1,5,45.0,,
241024,18556,120,1,30.0,,
241026,18556,113,2,45.0,,
241028,18556,100,3,45.0,,
241030,18556,88,4,30.0,,
241032,18556,12,5,60.0,,
241034,18557,92,1,60.0,,
241036,18557,16,2,60.0,,
241038,18557,32,3,,8.0,25.0
241040,18557,135,4,,12.0,57.5
241042,18557,3,5,60.0,,
241044,18557,101,6,45.0,,
241046,18558,3,1,30.0,,
241048,18558,54,2,30.0,,
241050,18558,63,3,,10.0,27.5
241052,18558,18,4,45.0,,
241054,18558,17,5,45.0,,
241056,18559,104,1,30.0,,
241058,18559,50,2,60.0,,
241060,18559,140,3,30.0,,
241062,18559,100,4,60.0,,
241064,18559,33,5,,10.0,67.5
241066,18560,125,1,30.0,,
241068,18560,100,2,45.0,,
241070,18560,70,3,45.0,,
241072,18560,27,4,30.0,,
241074,18560,25,5,60.0,,
241076,18560,135,6,,8.0,60.0
241078,18560,15,7,30.0,,
241080,18560,63,8,,12.0,27.5
241082,18561,72,1,,8.0,42.5
241084,18561,80,2,60.0,,
241086,18561,92,3,45.0,,
241088,18561,123,4,60.0,,
241090,18561,3,5,45.0,,
241092,18561,41,6,,10.0,37.5
241094,18561,10,7,60.0,,
241096,18562,6,1,60.0,,
241098,18562,148,2,60.0,,
241100,18562,27,3,45.0,,
241102,18562,104,4,45.0,,
241104,18562,101,5,60.0,,
241106,18563,137,1,30.0,,
241108,18563,22,2,60.0,,
241110,18563,42,3,60.0,,
241112,18563,41,4,,8.0,37.5
241114,18563,76,5,60.0,,
241116,18563,76,6,60.0,,
241118,18564,63,1,,8.0,30.0
241120,18564,71,2,,12.0,47.5
241122,18564,75,3,60.0,,
241124,18564,80,4,30.0,,
241126,18564,143,5,30.0,,
241128,18564,77,6,60.0,,
241130,18564,97,7,,10.0,67.5
241132,18564,70,8,60.0,,
241134,18565,22,1,30.0,,
241136,18565,7,2,,12.0,40.0
241138,18565,98,3,30.0,,
241140,18565,44,4,30.0,,
241142,18565,6,5,60.0,,
241144,18565,129,6,45.0,,
241146,18566,40,1,,8.0,47.5
241148,18566,78,2,45.0,,
241150,18566,142,3,,12.0,47.5
